"SSN","Site","Cluster","Plot","Depth","Longitude","Latitude","SSN.XRPD","Quartz","Kaolinite","Goethite","K-feldspar","Plagioclase","Smectite (ML)","Organic matter","Halloysite","Mica (Tri)","Gibbsite","Ferrihydrite","Illite","Opal","Glass","Pyroxene","Ilmenite","Amphibole","Hematite","Maghemite","Vermiculite","Dickite","Muscovite","Mica (Di)","Magnetite","Calcite","Magnesite","Rutile","Smectite (Di)","Anatase","Olivine","Anhydrite","Apatite","Ankerite","Glauconite","Corundum","Palygorskite","Humic","Bassanite","Dolomite","Gypsum","Cristobalite","Siderite","Background"
"icr062200","Didy",4,3,"Subsoil",48.6856,-18.2763,"icr062196",51.5917,22.4999,12.9683,0,0,0,0,0,0.3935,5.9636,4.0008,0,2.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr062201","Didy",4,4,"Topsoil",48.6847,-18.2806,"icr062195",50.1739,20.367,10.8511,0,0,0,6.344,0,0.4709,5.2933,4.0465,0,2.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04
"icr062202","Didy",4,4,"Subsoil",48.6847,-18.2806,"icr062196",51.5917,22.4999,12.9683,0,0,0,0,0,0.3935,5.9636,4.0008,0,2.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr062203","Didy",4,5,"Topsoil",48.688,-18.2833,"icr062195",50.1739,20.367,10.8511,0,0,0,6.344,0,0.4709,5.2933,4.0465,0,2.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04
"icr062204","Didy",4,5,"Subsoil",48.688,-18.2833,"icr062196",51.5917,22.4999,12.9683,0,0,0,0,0,0.3935,5.9636,4.0008,0,2.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr062209","Didy",4,8,"Topsoil",48.6918,-18.2811,"icr062195",50.1739,20.367,10.8511,0,0,0,6.344,0,0.4709,5.2933,4.0465,0,2.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04
"icr062210","Didy",4,8,"Subsoil",48.6918,-18.2811,"icr062196",51.5917,22.4999,12.9683,0,0,0,0,0,0.3935,5.9636,4.0008,0,2.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr062211","Didy",4,9,"Topsoil",48.6881,-18.2798,"icr062195",50.1739,20.367,10.8511,0,0,0,6.344,0,0.4709,5.2933,4.0465,0,2.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04
"icr062212","Didy",4,9,"Subsoil",48.6881,-18.2798,"icr062196",51.5917,22.4999,12.9683,0,0,0,0,0,0.3935,5.9636,4.0008,0,2.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr062213","Didy",4,10,"Topsoil",48.6938,-18.2774,"icr062195",50.1739,20.367,10.8511,0,0,0,6.344,0,0.4709,5.2933,4.0465,0,2.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04
"icr062214","Didy",4,10,"Subsoil",48.6938,-18.2774,"icr062196",51.5917,22.4999,12.9683,0,0,0,0,0,0.3935,5.9636,4.0008,0,2.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr062219","Didy",5,3,"Topsoil",48.7164,-18.3374,"icr062215",17.7965,24.6416,26.8984,0,0,0,0,0,7.382,6.3715,4.4916,0,8.5538,0,0,1.5179,0,0.5258,0,0,0,0,0,0,0,1.0939,0,0,0.3621,0,0,0,0,0,0,0,0,0,0.3609,0,0,0,0.0039
"icr062220","Didy",5,3,"Subsoil",48.7164,-18.3374,"icr062216",17.2534,17.6877,27.729,0,0,0,3.873,0,12.1876,5.502,4.0071,0,6.8665,0,0,0.7129,0,0.4467,0,0,2.0194,0,0,0,0,1.2319,0,0,0.4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003
"icr062227","Didy",5,7,"Topsoil",48.7087,-18.3377,"icr062215",17.7965,24.6416,26.8984,0,0,0,0,0,7.382,6.3715,4.4916,0,8.5538,0,0,1.5179,0,0.5258,0,0,0,0,0,0,0,1.0939,0,0,0.3621,0,0,0,0,0,0,0,0,0,0.3609,0,0,0,0.0039
"icr062228","Didy",5,7,"Subsoil",48.7087,-18.3377,"icr062216",17.2534,17.6877,27.729,0,0,0,3.873,0,12.1876,5.502,4.0071,0,6.8665,0,0,0.7129,0,0.4467,0,0,2.0194,0,0,0,0,1.2319,0,0,0.4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003
"icr062237","Didy",6,2,"Topsoil",48.7092,-18.3233,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062238","Didy",6,2,"Subsoil",48.7092,-18.3233,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062241","Didy",6,4,"Topsoil",48.7156,-18.3228,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062242","Didy",6,4,"Subsoil",48.7156,-18.3228,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062243","Didy",6,5,"Topsoil",48.7144,-18.3216,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062244","Didy",6,5,"Subsoil",48.7144,-18.3216,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062247","Didy",6,7,"Topsoil",48.7119,-18.317,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062248","Didy",6,7,"Subsoil",48.7119,-18.317,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062249","Didy",6,8,"Topsoil",48.7139,-18.3219,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062250","Didy",6,8,"Subsoil",48.7139,-18.3219,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062251","Didy",6,9,"Topsoil",48.7118,-18.3216,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062252","Didy",6,9,"Subsoil",48.7118,-18.3216,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062253","Didy",6,10,"Topsoil",48.7157,-18.318,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062254","Didy",6,10,"Subsoil",48.7157,-18.318,"icr062235",27.2076,20.4261,11.7365,0.7124,2.1813,0,6.7957,0,6.2007,12.4318,4.9764,0,3.3462,0,0,1.7053,0.8622,0,0,0,1.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr062259","Didy",7,3,"Topsoil",48.7147,-18.2955,"icr062255",1.5069,0,32.0244,0,0,0,0,4.0819,3.271,34.6052,3.7564,2.507,6.8041,0,0,2.8219,0,1.7807,0,0,2.9386,0,0,1.5027,0,1.7293,0,0,0.2687,0,0,0,0.3948,0,0,0,0,0,0,0,0,0,0.0064
"icr062260","Didy",7,3,"Subsoil",48.7147,-18.2955,"icr062256",2.3875,0,33.0657,0.8115,0.6004,0,0,3.7719,2.6096,30.865,3.9236,3.0517,7.1593,0,0,2.8217,0.8937,1.8789,0,0,2.6551,0,0,1.4751,0,1.7266,0,0,0.2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078
"icr062261","Didy",7,4,"Topsoil",48.7112,-18.2946,"icr062255",1.5069,0,32.0244,0,0,0,0,4.0819,3.271,34.6052,3.7564,2.507,6.8041,0,0,2.8219,0,1.7807,0,0,2.9386,0,0,1.5027,0,1.7293,0,0,0.2687,0,0,0,0.3948,0,0,0,0,0,0,0,0,0,0.0064
"icr062262","Didy",7,4,"Subsoil",48.7112,-18.2946,"icr062256",2.3875,0,33.0657,0.8115,0.6004,0,0,3.7719,2.6096,30.865,3.9236,3.0517,7.1593,0,0,2.8217,0.8937,1.8789,0,0,2.6551,0,0,1.4751,0,1.7266,0,0,0.2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078
"icr062263","Didy",7,5,"Topsoil",48.7105,-18.2959,"icr062255",1.5069,0,32.0244,0,0,0,0,4.0819,3.271,34.6052,3.7564,2.507,6.8041,0,0,2.8219,0,1.7807,0,0,2.9386,0,0,1.5027,0,1.7293,0,0,0.2687,0,0,0,0.3948,0,0,0,0,0,0,0,0,0,0.0064
"icr062264","Didy",7,5,"Subsoil",48.7105,-18.2959,"icr062256",2.3875,0,33.0657,0.8115,0.6004,0,0,3.7719,2.6096,30.865,3.9236,3.0517,7.1593,0,0,2.8217,0.8937,1.8789,0,0,2.6551,0,0,1.4751,0,1.7266,0,0,0.2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078
"icr062265","Didy",7,6,"Topsoil",48.7069,-18.2948,"icr062255",1.5069,0,32.0244,0,0,0,0,4.0819,3.271,34.6052,3.7564,2.507,6.8041,0,0,2.8219,0,1.7807,0,0,2.9386,0,0,1.5027,0,1.7293,0,0,0.2687,0,0,0,0.3948,0,0,0,0,0,0,0,0,0,0.0064
"icr062266","Didy",7,6,"Subsoil",48.7069,-18.2948,"icr062256",2.3875,0,33.0657,0.8115,0.6004,0,0,3.7719,2.6096,30.865,3.9236,3.0517,7.1593,0,0,2.8217,0.8937,1.8789,0,0,2.6551,0,0,1.4751,0,1.7266,0,0,0.2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078
"icr062281","Didy",8,5,"Topsoil",48.7098,-18.2787,"icr062275",23.7573,0,23.4305,0.9366,0.9532,0,8.5342,0,4.5835,17.6767,3.9459,2.1587,4.7201,0,0,1.1144,0.7947,1.7543,0,0,1.9499,0,0,1.4137,0,1.4281,0,0,0.3105,0,0,0,0,0,0,0,0,0,0.5343,0,0,0,0.0034
"icr062282","Didy",8,5,"Subsoil",48.7098,-18.2787,"icr062276",25.1966,0,23.0684,0.8614,0.5419,0,3.6735,2.7848,5.2751,20.4277,6.9936,0,5.5963,0,0,1.1146,0,1.1446,0,0,1.3974,0,0,0.4827,0,1.1696,0,0,0.2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032
"icr062287","Didy",8,8,"Topsoil",48.711,-18.2751,"icr062275",23.7573,0,23.4305,0.9366,0.9532,0,8.5342,0,4.5835,17.6767,3.9459,2.1587,4.7201,0,0,1.1144,0.7947,1.7543,0,0,1.9499,0,0,1.4137,0,1.4281,0,0,0.3105,0,0,0,0,0,0,0,0,0,0.5343,0,0,0,0.0034
"icr062288","Didy",8,8,"Subsoil",48.711,-18.2751,"icr062276",25.1966,0,23.0684,0.8614,0.5419,0,3.6735,2.7848,5.2751,20.4277,6.9936,0,5.5963,0,0,1.1146,0,1.1446,0,0,1.3974,0,0,0.4827,0,1.1696,0,0,0.2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032
"icr062294","Didy",9,1,"Topsoil",48.7392,-18.349,"icr062294",7.5077,0,35.4371,0.8217,0.9601,0,7.1376,5.193,1.6399,8.2695,0,3.8506,3.0468,0,1.5113,14.7988,1.4498,0,0,0,3.7304,0,0,0.5859,0,2.8573,0,0,0,0,0,0.519,0,0,0.6783,0,0,0,0,0,0,0,0.005
"icr062295","Didy",9,1,"Subsoil",48.7392,-18.349,"icr062295",8.953,0,37.1788,0.8017,1.0929,0,0,6.6669,3.3893,8.2406,0,3.8525,4.8236,0,1.1413,16.7013,0.9803,0,0,0,3.4619,0,0,0.7501,0,1.6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3148,0.0062
"icr062296","Didy",9,2,"Topsoil",48.7347,-18.3434,"icr062294",7.5077,0,35.4371,0.8217,0.9601,0,7.1376,5.193,1.6399,8.2695,0,3.8506,3.0468,0,1.5113,14.7988,1.4498,0,0,0,3.7304,0,0,0.5859,0,2.8573,0,0,0,0,0,0.519,0,0,0.6783,0,0,0,0,0,0,0,0.005
"icr062297","Didy",9,2,"Subsoil",48.7347,-18.3434,"icr062295",8.953,0,37.1788,0.8017,1.0929,0,0,6.6669,3.3893,8.2406,0,3.8525,4.8236,0,1.1413,16.7013,0.9803,0,0,0,3.4619,0,0,0.7501,0,1.6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3148,0.0062
"icr062298","Didy",9,3,"Topsoil",48.7403,-18.3477,"icr062294",7.5077,0,35.4371,0.8217,0.9601,0,7.1376,5.193,1.6399,8.2695,0,3.8506,3.0468,0,1.5113,14.7988,1.4498,0,0,0,3.7304,0,0,0.5859,0,2.8573,0,0,0,0,0,0.519,0,0,0.6783,0,0,0,0,0,0,0,0.005
"icr062299","Didy",9,3,"Subsoil",48.7403,-18.3477,"icr062295",8.953,0,37.1788,0.8017,1.0929,0,0,6.6669,3.3893,8.2406,0,3.8525,4.8236,0,1.1413,16.7013,0.9803,0,0,0,3.4619,0,0,0.7501,0,1.6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3148,0.0062
"icr062302","Didy",9,5,"Topsoil",48.7331,-18.3427,"icr062294",7.5077,0,35.4371,0.8217,0.9601,0,7.1376,5.193,1.6399,8.2695,0,3.8506,3.0468,0,1.5113,14.7988,1.4498,0,0,0,3.7304,0,0,0.5859,0,2.8573,0,0,0,0,0,0.519,0,0,0.6783,0,0,0,0,0,0,0,0.005
"icr062303","Didy",9,5,"Subsoil",48.7331,-18.3427,"icr062295",8.953,0,37.1788,0.8017,1.0929,0,0,6.6669,3.3893,8.2406,0,3.8525,4.8236,0,1.1413,16.7013,0.9803,0,0,0,3.4619,0,0,0.7501,0,1.6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3148,0.0062
"icr062306","Didy",9,7,"Topsoil",48.7353,-18.3491,"icr062294",7.5077,0,35.4371,0.8217,0.9601,0,7.1376,5.193,1.6399,8.2695,0,3.8506,3.0468,0,1.5113,14.7988,1.4498,0,0,0,3.7304,0,0,0.5859,0,2.8573,0,0,0,0,0,0.519,0,0,0.6783,0,0,0,0,0,0,0,0.005
"icr062307","Didy",9,7,"Subsoil",48.7353,-18.3491,"icr062295",8.953,0,37.1788,0.8017,1.0929,0,0,6.6669,3.3893,8.2406,0,3.8525,4.8236,0,1.1413,16.7013,0.9803,0,0,0,3.4619,0,0,0.7501,0,1.6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3148,0.0062
"icr062308","Didy",9,8,"Topsoil",48.7346,-18.3483,"icr062294",7.5077,0,35.4371,0.8217,0.9601,0,7.1376,5.193,1.6399,8.2695,0,3.8506,3.0468,0,1.5113,14.7988,1.4498,0,0,0,3.7304,0,0,0.5859,0,2.8573,0,0,0,0,0,0.519,0,0,0.6783,0,0,0,0,0,0,0,0.005
"icr062309","Didy",9,8,"Subsoil",48.7346,-18.3483,"icr062295",8.953,0,37.1788,0.8017,1.0929,0,0,6.6669,3.3893,8.2406,0,3.8525,4.8236,0,1.1413,16.7013,0.9803,0,0,0,3.4619,0,0,0.7501,0,1.6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3148,0.0062
"icr062312","Didy",9,10,"Topsoil",48.7391,-18.3409,"icr062294",7.5077,0,35.4371,0.8217,0.9601,0,7.1376,5.193,1.6399,8.2695,0,3.8506,3.0468,0,1.5113,14.7988,1.4498,0,0,0,3.7304,0,0,0.5859,0,2.8573,0,0,0,0,0,0.519,0,0,0.6783,0,0,0,0,0,0,0,0.005
"icr062313","Didy",9,10,"Subsoil",48.7391,-18.3409,"icr062295",8.953,0,37.1788,0.8017,1.0929,0,0,6.6669,3.3893,8.2406,0,3.8525,4.8236,0,1.1413,16.7013,0.9803,0,0,0,3.4619,0,0,0.7501,0,1.6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3148,0.0062
"icr062316","Didy",10,2,"Topsoil",48.7354,-18.32,"icr062314",42.4205,25.8509,6.9482,0,0,0,3.0527,3.714,0.9743,11.4383,2.1443,0,2.9027,0,0,0,0,0.5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062317","Didy",10,2,"Subsoil",48.7354,-18.32,"icr062315",38.1917,27.014,9.0523,0,0,0,2.4432,4.3944,0.9469,11.7752,2.4013,0,3.314,0,0,0,0,0.4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr062318","Didy",10,3,"Topsoil",48.7376,-18.3213,"icr062314",42.4205,25.8509,6.9482,0,0,0,3.0527,3.714,0.9743,11.4383,2.1443,0,2.9027,0,0,0,0,0.5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062319","Didy",10,3,"Subsoil",48.7376,-18.3213,"icr062315",38.1917,27.014,9.0523,0,0,0,2.4432,4.3944,0.9469,11.7752,2.4013,0,3.314,0,0,0,0,0.4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr062320","Didy",10,7,"Topsoil",48.738,-18.3232,"icr062314",42.4205,25.8509,6.9482,0,0,0,3.0527,3.714,0.9743,11.4383,2.1443,0,2.9027,0,0,0,0,0.5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062321","Didy",10,7,"Subsoil",48.738,-18.3232,"icr062315",38.1917,27.014,9.0523,0,0,0,2.4432,4.3944,0.9469,11.7752,2.4013,0,3.314,0,0,0,0,0.4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr062322","Didy",10,8,"Topsoil",48.7375,-18.3185,"icr062314",42.4205,25.8509,6.9482,0,0,0,3.0527,3.714,0.9743,11.4383,2.1443,0,2.9027,0,0,0,0,0.5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062323","Didy",10,8,"Subsoil",48.7375,-18.3185,"icr062315",38.1917,27.014,9.0523,0,0,0,2.4432,4.3944,0.9469,11.7752,2.4013,0,3.314,0,0,0,0,0.4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr062324","Didy",10,9,"Topsoil",48.7358,-18.3188,"icr062314",42.4205,25.8509,6.9482,0,0,0,3.0527,3.714,0.9743,11.4383,2.1443,0,2.9027,0,0,0,0,0.5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr062325","Didy",10,9,"Subsoil",48.7358,-18.3188,"icr062315",38.1917,27.014,9.0523,0,0,0,2.4432,4.3944,0.9469,11.7752,2.4013,0,3.314,0,0,0,0,0.4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr062336","Didy",11,2,"Topsoil",48.7418,-18.297,"icr062334",32.4359,8.4545,15.5957,0,0,0,5.4193,0,2.4128,23.2996,3.0981,0,3.6178,0,0,1.4087,0,0.9865,0,0,2.0105,0,0,0.4729,0,0.5956,0,0,0.1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012
"icr062337","Didy",11,2,"Subsoil",48.7418,-18.297,"icr062335",33.5123,10.6014,17.2087,0,0,0,0,0,2.4932,23.6338,2.4499,0,4.3828,0,0,1.1187,0,1.21,0,0,1.9562,0,0,0.485,0,0.9462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016
"icr062339","Didy",11,4,"Topsoil",48.7365,-18.2977,"icr062334",32.4359,8.4545,15.5957,0,0,0,5.4193,0,2.4128,23.2996,3.0981,0,3.6178,0,0,1.4087,0,0.9865,0,0,2.0105,0,0,0.4729,0,0.5956,0,0,0.1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012
"icr062340","Didy",11,4,"Subsoil",48.7365,-18.2977,"icr062335",33.5123,10.6014,17.2087,0,0,0,0,0,2.4932,23.6338,2.4499,0,4.3828,0,0,1.1187,0,1.21,0,0,1.9562,0,0,0.485,0,0.9462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016
"icr062351","Didy",11,10,"Topsoil",48.736,-18.3009,"icr062334",32.4359,8.4545,15.5957,0,0,0,5.4193,0,2.4128,23.2996,3.0981,0,3.6178,0,0,1.4087,0,0.9865,0,0,2.0105,0,0,0.4729,0,0.5956,0,0,0.1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012
"icr062352","Didy",11,10,"Subsoil",48.736,-18.3009,"icr062335",33.5123,10.6014,17.2087,0,0,0,0,0,2.4932,23.6338,2.4499,0,4.3828,0,0,1.1187,0,1.21,0,0,1.9562,0,0,0.485,0,0.9462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016
"icr062353","Didy",12,1,"Topsoil",48.7363,-18.2763,"icr062353",14.6273,25.1548,28.9808,0,0,0,6.0232,0,4.8099,4.5475,5.2356,0,5.8677,0,0,0.7324,0,0.4032,0,0,1.9694,0,0,0,0,0.99,0,0,0.2824,0,0,0,0,0,0,0,0,0,0.3735,0,0,0,0.0022
"icr062354","Didy",12,1,"Subsoil",48.7363,-18.2763,"icr062354",15.4014,30.089,32.1284,0,0,0,0,0,1.7446,5.3496,4.1953,0,6.5871,0,0,0.9508,0,0.6675,0,0,1.7393,0,0,0,0,0.936,0,0,0.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
"icr062355","Didy",12,2,"Topsoil",48.7349,-18.2724,"icr062353",14.6273,25.1548,28.9808,0,0,0,6.0232,0,4.8099,4.5475,5.2356,0,5.8677,0,0,0.7324,0,0.4032,0,0,1.9694,0,0,0,0,0.99,0,0,0.2824,0,0,0,0,0,0,0,0,0,0.3735,0,0,0,0.0022
"icr062356","Didy",12,2,"Subsoil",48.7349,-18.2724,"icr062354",15.4014,30.089,32.1284,0,0,0,0,0,1.7446,5.3496,4.1953,0,6.5871,0,0,0.9508,0,0.6675,0,0,1.7393,0,0,0,0,0.936,0,0,0.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
"icr062357","Didy",12,3,"Topsoil",48.7321,-18.2748,"icr062353",14.6273,25.1548,28.9808,0,0,0,6.0232,0,4.8099,4.5475,5.2356,0,5.8677,0,0,0.7324,0,0.4032,0,0,1.9694,0,0,0,0,0.99,0,0,0.2824,0,0,0,0,0,0,0,0,0,0.3735,0,0,0,0.0022
"icr062358","Didy",12,3,"Subsoil",48.7321,-18.2748,"icr062354",15.4014,30.089,32.1284,0,0,0,0,0,1.7446,5.3496,4.1953,0,6.5871,0,0,0.9508,0,0.6675,0,0,1.7393,0,0,0,0,0.936,0,0,0.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
"icr062359","Didy",12,4,"Topsoil",48.7372,-18.2749,"icr062353",14.6273,25.1548,28.9808,0,0,0,6.0232,0,4.8099,4.5475,5.2356,0,5.8677,0,0,0.7324,0,0.4032,0,0,1.9694,0,0,0,0,0.99,0,0,0.2824,0,0,0,0,0,0,0,0,0,0.3735,0,0,0,0.0022
"icr062360","Didy",12,4,"Subsoil",48.7372,-18.2749,"icr062354",15.4014,30.089,32.1284,0,0,0,0,0,1.7446,5.3496,4.1953,0,6.5871,0,0,0.9508,0,0.6675,0,0,1.7393,0,0,0,0,0.936,0,0,0.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
"icr062365","Didy",12,7,"Topsoil",48.7338,-18.2715,"icr062353",14.6273,25.1548,28.9808,0,0,0,6.0232,0,4.8099,4.5475,5.2356,0,5.8677,0,0,0.7324,0,0.4032,0,0,1.9694,0,0,0,0,0.99,0,0,0.2824,0,0,0,0,0,0,0,0,0,0.3735,0,0,0,0.0022
"icr062366","Didy",12,7,"Subsoil",48.7338,-18.2715,"icr062354",15.4014,30.089,32.1284,0,0,0,0,0,1.7446,5.3496,4.1953,0,6.5871,0,0,0.9508,0,0.6675,0,0,1.7393,0,0,0,0,0.936,0,0,0.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
"icr062369","Didy",12,9,"Topsoil",48.7336,-18.2716,"icr062353",14.6273,25.1548,28.9808,0,0,0,6.0232,0,4.8099,4.5475,5.2356,0,5.8677,0,0,0.7324,0,0.4032,0,0,1.9694,0,0,0,0,0.99,0,0,0.2824,0,0,0,0,0,0,0,0,0,0.3735,0,0,0,0.0022
"icr062370","Didy",12,9,"Subsoil",48.7336,-18.2716,"icr062354",15.4014,30.089,32.1284,0,0,0,0,0,1.7446,5.3496,4.1953,0,6.5871,0,0,0.9508,0,0.6675,0,0,1.7393,0,0,0,0,0.936,0,0,0.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
